,Source,,Relation,,Target
 ● ,N_Lysicles, ● ,is friend of, ● ,N_Crates
 ● ,N_Lysicles, ● ,is friend of, ● ,N_Polemo
 ● ,N_Lysippus, ● ,is associated with, ● ,G_Athenae
 ● ,N_Lysippus, ● ,is associated with, ● ,N_Socrates
 ● ,N_Lysis II, ● ,is associated with, ● ,N_Milo
 ● ,N_Lysis II, ● ,is associated with, ● ,N_Pythagoras
 ● ,N_Lysis II, ● ,traveled to, ● ,G_Thebes
 ● ,N_Lysis II, ● ,sent letters to, ● ,N_Hippasus
 ● ,N_Lysis II, ● ,is teacher of, ● ,N_Epaminondas
 ● ,N_Lysis II, ● ,is from, ● ,G_Taras/Tarentum/Neptunia
 ● ,N_Machaon, ● ,is family of, ● ,N_Aristotle
 ● ,N_Maeandrius, ● ,refers to, ● ,N_Leophantus
 ● ,N_Maeandrius, ● ,refers to, ● ,N_Epimenides
 ● ,N_Magas, ● ,traveled to, ● ,G_Cyrene
 ● ,N_Magi, ● ,is from, ● ,G_Persia
 ● ,N_Marmacus, ● ,is from, ● ,G_Phlius
 ● ,N_Marmacus, ● ,is family of, ● ,N_Hippasus
 ● ,N_Marmacus, ● ,is associated with, ● ,G_Samos
 ● ,N_Medes, ● ,is from, ● ,G_Media
 ● ,N_Melantes, ● ,is family of, ● ,N_Theophrastus
 ● ,N_Melanthius, ● ,is from, ● ,G_Rhodos (island)
 ● ,N_Melantho, ● ,is associated with, ● ,N_Penelope
 ● ,N_Meleager, ● ,refers to, ● ,N_The Cyrenaics
 ● ,N_Meletus, ● ,is from, ● ,G_Pitthos
 ● ,N_Meletus, ● ,is associated with, ● ,N_Anytus
 ● ,N_Meletus, ● ,is associated with, ● ,N_Polyeuctus
 ● ,N_Meletus, ● ,is adversary of, ● ,N_Socrates
 ● ,N_Meletus II, ● ,is family of, ● ,N_Meletus
 ● ,N_Melissus, ● ,is family of, ● ,N_Ithaegenes
 ● ,N_Melissus, ● ,is associated with, ● ,N_Ephesians
 ● ,N_Melissus, ● ,is from, ● ,G_Samos
 ● ,N_Melissus, ● ,is associated with, ● ,N_Heraclitus
 ● ,N_Menedemus, ● ,is teacher of, ● ,N_Dionysius IV
 ● ,N_Menedemus, ● ,is associated with, ● ,N_Ptolemy
 ● ,N_Menedemus, ● ,refers to, ● ,N_Socrates
 ● ,N_Menedemus, ● ,refers to, ● ,G_Lysimachia
 ● ,N_Menedemus, ● ,is from, ● ,G_Eretria
 ● ,N_Menedemus, ● ,is teacher of, ● ,N_Antigonus
 ● ,N_Menedemus, ● ,sent letters to, ● ,N_Demetrius
 ● ,N_Menedemus, ● ,traveled to, ● ,G_Megara (Attica)
 ● ,N_Menedemus, ● ,is associated with, ● ,N_Lysimachus
 ● ,N_Menedemus, ● ,traveled to, ● ,G_Oropus
 ● ,N_Menedemus, ● ,traveled to, ● ,G_Elis
 ● ,N_Menedemus, ● ,traveled to, ● ,G_Amphiareion
 ● ,N_Menedemus, ● ,refers to, ● ,NF_Xanthippe
 ● ,N_Menedemus, ● ,is family of, ● ,NF_Wife of Menedemus
 ● ,N_Menedemus, ● ,is associated with, ● ,N_Alexinius
 ● ,N_Menedemus, ● ,is family of, ● ,N_Menedemus' Wife
 ● ,N_Menedemus, ● ,is associated with, ● ,N_Hierocles
 ● ,N_Menelaus, ● ,is associated with, ● ,N_Apollo
 ● ,N_Menelaus, ● ,traveled to, ● ,G_Ilium/Troia
 ● ,N_Menexenus, ● ,is family of, ● ,N_Aristides
 ● ,N_Menexenus, ● ,is family of, ● ,N_Socrates
 ● ,N_Menexenus, ● ,is family of, ● ,N_Sophroniscus II
 ● ,N_Menexenus, ● ,is family of, ● ,NF_Xanthippe
 ● ,N_Menexenus, ● ,is family of, ● ,N_Myrto
 ● ,N_Meno, ● ,is adversary of, ● ,N_Xenophon
 ● ,N_Meno, ● ,is from, ● ,G_Pharsalus
 ● ,N_Mentor, ● ,is from, ● ,G_Bithynia
 ● ,N_Messapians, ● ,is associated with, ● ,N_Pythagoras
 ● ,N_Metapontines, ● ,is from, ● ,G_Metapontum
 ● ,N_Metrocles, ● ,traveled to, ● ,G_Corinth
 ● ,N_Metrodorus, ● ,is from, ● ,G_Lampsacus
 ● ,N_Metrodorus, ● ,refers to, ● ,N_Homer
 ● ,N_Minyas, ● ,refers to, ● ,N_Thrasybulus
 ● ,N_Minyas, ● ,refers to, ● ,N_Thales
 ● ,N_Mnaseas, ● ,is family of, ● ,G_Kition (Cyprus)
 ● ,N_Mnaseas, ● ,is family of, ● ,N_Zeno II
 ● ,N_Mnesimachus, ● ,refers to, ● ,N_Euripides
 ● ,N_Mnesimachus, ● ,refers to, ● ,N_Socrates
 ● ,N_Mnesistratus II, ● ,is associated with, ● ,N_Sphaerus
 ● ,N_Moschus, ● ,is associated with, ● ,N_Anchipylus
 ● ,N_Moschus, ● ,traveled to, ● ,G_Elis
 ● ,N_Moschus, ● ,is associated with, ● ,N_Menedemus
 ● ,N_Moschus, ● ,is associated with, ● ,N_Asclepiades
 ● ,N_Myrmex, ● ,is family of, ● ,N_Aristotle
 ● ,N_Myrmex, ● ,is associated with, ● ,N_Nicanor
 ● ,N_Myroianus, ● ,is from, ● ,G_Amastris
 ● ,N_Myroianus, ● ,refers to, ● ,N_Xenocrates
 ● ,N_Myroianus, ● ,refers to, ● ,N_Demetrius
 ● ,N_Myronianus, ● ,is from, ● ,G_Amastris
 ● ,N_Myronianus, ● ,refers to, ● ,N_Theophrastus
 ● ,N_Myronianus, ● ,refers to, ● ,N_Antipater II
 ● ,N_Myronianus, ● ,refers to, ● ,N_Pompylus
 ● ,N_Myronianus, ● ,refers to, ● ,N_Epimenides
 ● ,N_Myronianus, ● ,refers to, ● ,N_Xenocrates
 ● ,N_Myrto, ● ,is family of, ● ,N_Socrates
 ● ,N_Myrto, ● ,is family of, ● ,N_Aristides
 ● ,N_Myrto, ● ,is family of, ● ,N_Sophroniscus II
 ● ,N_Myson, ● ,is from, ● ,G_Creta
 ● ,N_Myson, ● ,is from, ● ,G_Etis
 ● ,N_Myson, ● ,is from, ● ,G_Chenai
 ● ,N_Myson, ● ,is family of, ● ,N_Strymon
 ● ,N_Nausiphanes, ● ,refers to, ● ,N_Pyrrho
 ● ,N_Nausiphanes, ● ,is from, ● ,G_Teos (Ionia)
 ● ,N_Neanthes, ● ,refers to, ● ,N_Empedocles
 ● ,N_Neanthes, ● ,is from, ● ,G_Cyzicus
 ● ,N_Neanthes, ● ,refers to, ● ,N_Pythagoreans
 ● ,N_Neanthes, ● ,refers to, ● ,N_Heraclitus
 ● ,N_Neanthes, ● ,refers to, ● ,N_Periander
 ● ,N_Nectanabis, ● ,is from, ● ,G_Ancient Egypt (region)
 ● ,N_Neophron, ● ,is from, ● ,G_Sicyon
 ● ,N_Nessas, ● ,is from, ● ,G_Chios (island)
 ● ,N_Nessas, ● ,is teacher of, ● ,N_Metrodorus
 ● ,N_Nicanor, ● ,is associated with, ● ,N_Nicomachus II
 ● ,N_Nicanor, ● ,is family of, ● ,NF_Nicanor's mother
 ● ,N_Nicocreon, ● ,is associated with, ● ,G_Cyprus
 ● ,N_Nicomachus, ● ,is family of, ● ,N_Aristotle
 ● ,N_Nicomachus II, ● ,is family of, ● ,N_Nicomachus
 ● ,N_Nicomachus II, ● ,is family of, ● ,N_Aristotle
 ● ,N_Nicomachus III, ● ,is family of, ● ,N_Aristotle
 ● ,N_Nicomachus III, ● ,is family of, ● ,NF_Herpyllis
 ● ,N_Nicomedes, ● ,refers to, ● ,N_Heraclitus
 ● ,N_Nileos, ● ,is associated with, ● ,N_Thales
 ● ,N_Nileos, ● ,is from, ● ,G_Phoenicia
 ● ,N_Nileos, ● ,traveled to, ● ,G_Miletus
 ● ,N_Numenius, ● ,refers to, ● ,N_Pyrrho
 ● ,N_Olympius, ● ,is associated with, ● ,N_Aristotle
 ● ,N_Onetor, ● ,refers to, ● ,N_Stilpo
 ● ,N_Onetor, ● ,refers to, ● ,NF_Nicarete
 ● ,N_Orestades, ● ,is associated with, ● ,N_Pythagoreans
 ● ,N_Orestades, ● ,is associated with, ● ,N_Xenophanes
 ● ,N_Orestades, ● ,is associated with, ● ,N_Pythagoras
 ● ,N_Pamphila, ● ,refers to, ● ,N_Socrates
 ● ,N_Pamphila, ● ,refers to, ● ,N_Theophrastus
 ● ,N_Pamphila, ● ,refers to, ● ,N_Thales
 ● ,N_Pamphila, ● ,refers to, ● ,N_Chilon
 ● ,N_Pamphila, ● ,refers to, ● ,N_Menander
 ● ,N_Pamphila, ● ,refers to, ● ,N_Alcibiades
 ● ,N_Pamphila, ● ,refers to, ● ,N_Periander
 ● ,N_Panaetius, ● ,refers to, ● ,N_Plato
 ● ,N_Panaetius, ● ,is associated with, ● ,N_Socrates
 ● ,N_Panaetius, ● ,refers to, ● ,N_Epicurus
 ● ,N_Panaetius, ● ,refers to, ● ,N_The Cyrenaics
 ● ,N_Panaetius, ● ,refers to, ● ,N_Xenophanes
 ● ,N_Panaetius, ● ,refers to, ● ,N_Aristippus
 ● ,N_Panaetius, ● ,refers to, ● ,N_Antishenes
 ● ,N_Panaetius, ● ,refers to, ● ,N_Xenophon
 ● ,N_Panaetius, ● ,is associated with, ● ,N_Stoic
 ● ,N_Panaetius, ● ,refers to, ● ,N_Aeschines
 ● ,N_Panaetius, ● ,refers to, ● ,N_Euclides
 ● ,N_Panaetius, ● ,is from, ● ,G_Rhodos (island)
 ● ,N_Panaetius, ● ,refers to, ● ,N_Phaedo
 ● ,N_Panthea, ● ,is from, ● ,G_Agrigentum
 ● ,N_Panthoides, ● ,is teacher of, ● ,N_Lyco
 ● ,N_Paraebates, ● ,is teacher of, ● ,N_Anniceris
 ● ,N_Paraebates, ● ,is teacher of, ● ,N_Hegesias
 ● ,N_Parmenides, ● ,is teacher of, ● ,N_Empedocles
 ● ,N_Parmenides, ● ,is family of, ● ,N_Pyres
 ● ,N_Parmenides, ● ,is teacher of, ● ,N_Zeno
 ● ,N_Parmenides, ● ,is teacher of, ● ,N_Melissus
 ● ,N_Parmenides, ● ,is from, ● ,G_Elea
 ● ,N_Parmenides, ● ,refers to, ● ,N_Myson
 ● ,N_Parmenides, ● ,is associated with, ● ,N_Ameinias IV
 ● ,N_Parmenides, ● ,is teacher of, ● ,N_Anaximenes
 ● ,N_Parmeniscus, ● ,is associated with, ● ,N_Xenophanes
 ● ,N_Parmeniscus, ● ,is associated with, ● ,N_Pythagoras
 ● ,N_Parmeniscus, ● ,is associated with, ● ,N_Pythagoreans
 ● ,N_Pasiphon, ● ,is associated with, ● ,N_The Eretrians
 ● ,N_Pasiphon, ● ,is associated with, ● ,G_Eretria
 ● ,N_Patroclus, ● ,is associated with, ● ,N_Pyrrho
 ● ,N_Pausanias, ● ,is family of, ● ,N_Asclepius
 ● ,N_Pausanias, ● ,refers to, ● ,N_Heraclitus
 ● ,N_Pausanias, ● ,is from, ● ,G_Gela
 ● ,N_Pausanias, ● ,is friend of, ● ,N_Empedocles
 ● ,N_Pausanias, ● ,is family of, ● ,N_Anchitus
 ● ,N_Periander, ● ,sent letters to, ● ,N_Procles
 ● ,N_Periander, ● ,sent letters to, ● ,N_Wise Men
 ● ,N_Periander, ● ,is from, ● ,G_Corinth
 ● ,N_Periander II, ● ,is from, ● ,G_Ambracia
 ● ,N_Permenides, ● ,is associated with, ● ,N_Pythagoras
 ● ,N_Persaeus, ● ,is adversary of, ● ,N_Ariston IV
 ● ,N_Persaeus, ● ,is from, ● ,G_Kition (Cyprus)
 ● ,N_Persaeus, ● ,is associated with, ● ,N_Antigonus III
 ● ,N_Peucetians, ● ,is associated with, ● ,N_Pythagoras
 ● ,N_Peucetians, ● ,is from, ● ,G_Apulia
 ● ,N_Phaedo, ● ,is teacher of, ● ,N_Moschus
 ● ,N_Phaedo, ● ,is associated with, ● ,N_Crito
 ● ,N_Phaedo, ● ,is teacher of, ● ,N_Anchipylus
 ● ,N_Phaedo, ● ,is teacher of, ● ,N_Plistanus
 ● ,N_Phaedo, ● ,is associated with, ● ,N_Aristippus
 ● ,N_Phaedo, ● ,is from, ● ,G_Elis
 ● ,N_Phaedo, ● ,is associated with, ● ,N_Alcibiades
 ● ,N_Phaedo, ● ,is teacher of, ● ,N_Menedemus
 ● ,N_Phaestius, ● ,is family of, ● ,N_Epimenides
 ● ,N_Phanias, ● ,refers to, ● ,N_Socrates
 ● ,N_Phanias, ● ,refers to, ● ,N_Aristippus
 ● ,N_Phanias, ● ,is from, ● ,G_Eresus
 ● ,N_Phanias III, ● ,refers to, ● ,N_Panaetius
 ● ,N_Phanodicus, ● ,refers to, ● ,N_Bias
 ● ,N_Phanostratus, ● ,is family of, ● ,N_Demetrius
 ● ,N_Phanton, ● ,is from, ● ,G_Phlius
 ● ,N_Pherecydes, ● ,is from, ● ,G_Syros
 ● ,N_Pherecydes, ● ,traveled to, ● ,G_Delphi
 ● ,N_Pherecydes, ● ,traveled to, ● ,G_Messene
 ● ,N_Pherecydes, ● ,traveled to, ● ,G_Olympian Zeus sanctuary (Eleia)
 ● ,N_Pherecydes, ● ,traveled to, ● ,G_Samos
 ● ,N_Pherecydes, ● ,is friend of, ● ,N_Pythagoras
 ● ,N_Pherecydes, ● ,traveled to, ● ,G_Delos
 ● ,N_Pherecydes, ● ,is family of, ● ,N_Babys
 ● ,N_Philemon, ● ,refers to, ● ,N_Zeno II
 ● ,N_Philesia, ● ,traveled to, ● ,G_Elis
 ● ,N_Philesia, ● ,is family of, ● ,N_Gryllus III?
 ● ,N_Philip, ● ,is from, ● ,G_Macedonia
 ● ,N_Philip, ● ,is family of, ● ,N_Alexander
 ● ,N_Philip, ● ,is associated with, ● ,N_Aristotle
 ● ,N_Philip IV, ● ,is from, ● ,G_Megara (Attica)
 ● ,N_Philista, ● ,is family of, ● ,N_Pyrrho
 ● ,N_Philistion, ● ,is from, ● ,G_Sicily
 ● ,N_Philistion, ● ,is teacher of, ● ,N_Eudoxus
 ● ,N_Philo, ● ,is friend of, ● ,N_Pyrrho
 ● ,N_Philo II, ● ,is friend of, ● ,N_Zeno II
 ● ,N_Philo III, ● ,is associated with, ● ,N_Aristotle
 ● ,N_Philochorus, ● ,refers to, ● ,N_Protagoras
 ● ,N_Philochorus, ● ,refers to, ● ,N_Euripides
 ● ,N_Philochorus, ● ,refers to, ● ,N_Socrates
 ● ,N_Philolaus, ● ,is teacher of, ● ,N_Phanton
 ● ,N_Philolaus, ● ,is teacher of, ● ,N_Xenophilus
 ● ,N_Philolaus, ● ,is associated with, ● ,N_Pythagoras
 ● ,N_Philolaus, ● ,is teacher of, ● ,N_Diocles
 ● ,N_Philolaus, ● ,is teacher of, ● ,N_Echecrates
 ● ,N_Philolaus, ● ,is teacher of, ● ,N_Polymnastus
 ● ,N_Philolaus, ● ,is from, ● ,G_Crotone
 ● ,N_Philonides, ● ,is from, ● ,G_Thebes
 ● ,N_Philonides, ● ,is associated with, ● ,N_Antigonus III
 ● ,N_Philtis, ● ,is family of, ● ,N_Eudoxus
 ● ,N_Phlegon, ● ,refers to, ● ,N_Epimenides
 ● ,N_Phocus, ● ,is associated with, ● ,N_Thales
 ● ,N_Phocus, ● ,is from, ● ,G_Samos
 ● ,N_Phrynon, ● ,is adversary of, ● ,N_Pittacus
 ● ,N_Phylopidas, ● ,is from, ● ,G_Sparta
 ● ,N_Phylopidas, ● ,is friend of, ● ,N_Xenophon
 ● ,N_Phylopidas, ● ,refers to, ● ,G_Skillous
 ● ,N_Pisianax, ● ,is from, ● ,G_Syracuse
 ● ,N_Pisistratus, ● ,refers to, ● ,N_Aeschines
 ● ,N_Pisistratus, ● ,is family of, ● ,N_Solon
 ● ,N_Pisistratus, ● ,is from, ● ,G_Ephesus
 ● ,N_Pittacus, ● ,sent letters to, ● ,N_Croesus
 ● ,N_Pittacus, ● ,is teacher of, ● ,N_Pherecydes
 ● ,N_Pittacus, ● ,is from, ● ,G_Mitylene
 ● ,N_Plato, ● ,refers to, ● ,N_Anytus
 ● ,N_Plato, ● ,is associated with, ● ,N_Philolaus
 ● ,N_Plato, ● ,traveled to, ● ,G_Academy of Plato (Athens)
 ● ,N_Plato, ● ,is associated with, ● ,N_Dion
 ● ,N_Plato, ● ,is teacher of, ● ,N_Eudoxus
 ● ,N_Plato, ● ,refers to, ● ,N_Anaxagoras
 ● ,N_Plato, ● ,studied the work of, ● ,N_Pittacus
 ● ,N_Plato, ● ,is teacher of, ● ,N_Speusippus
 ● ,N_Plato, ● ,refers to, ● ,N_Prodicus
 ● ,N_Plato, ● ,traveled to, ● ,G_Sicily
 ● ,N_Plato, ● ,refers to, ● ,N_Thales
 ● ,N_Plato, ● ,is associated with, ● ,N_Dionysius II
 ● ,N_Plato, ● ,is teacher of, ● ,N_Xenocrates
 ● ,N_Plato, ● ,is associated with, ● ,N_Aristippus
 ● ,N_Plato, ● ,is teacher of, ● ,NF_Axiothea
 ● ,N_Plato, ● ,refers to, ● ,N_Theaetetus
 ● ,N_Plato, ● ,refers to, ● ,N_Myson
 ● ,N_Plato, ● ,is teacher of, ● ,N_Aristotle
 ● ,N_Plato, ● ,refers to, ● ,N_Zeno
 ● ,N_Plato, ● ,refers to, ● ,N_Periander
 ● ,N_Plato, ● ,refers to, ● ,N_Agathon
 ● ,N_Plato, ● ,is associated with, ● ,N_Pythagoras
 ● ,N_Plato, ● ,is adversary of, ● ,N_Democritus
 ● ,N_Plato, ● ,refers to, ● ,N_Parmenides
 ● ,N_Plato, ● ,refers to, ● ,N_Protagoras
 ● ,N_Plato, ● ,is teacher of, ● ,N_Menedemus
 ● ,N_Pleistarchus, ● ,is family of, ● ,N_Pyrrho
 ● ,N_Plistanus, ● ,is teacher of, ● ,N_Asclepiades
 ● ,N_Plistanus, ● ,is from, ● ,G_Elis
 ● ,N_Plistanus, ● ,is teacher of, ● ,N_Menedemus
 ● ,N_Plutarch, ● ,refers to, ● ,N_Alexander
 ● ,N_Plutarch, ● ,refers to, ● ,N_Speusippus
 ● ,N_Polemo, ● ,is from, ● ,G_Athenae
 ● ,N_Polemo, ● ,is teacher of, ● ,N_Zeno II
 ● ,N_Polemo, ● ,is associated with, ● ,N_Xenocrates
 ● ,N_Polemo, ● ,studied the work of, ● ,N_Sophocles
 ● ,N_Polemo, ● ,refers to, ● ,N_Hesiod
 ● ,N_Polemo, ● ,is teacher of, ● ,N_Crantor
 ● ,N_Polemo, ● ,is family of, ● ,N_Philostratus
 ● ,N_Polemo, ● ,studied the work of, ● ,N_Homer
 ● ,N_Polemo, ● ,is associated with, ● ,N_Ariston IV
 ● ,N_Polemo, ● ,is associated with, ● ,N_Nicostratus
 ● ,N_Polemo, ● ,is teacher of, ● ,N_Crates
 ● ,N_Polycrates, ● ,is from, ● ,G_Samos
 ● ,N_Polycritus, ● ,refers to, ● ,N_Dionysius II
 ● ,N_Polycritus, ● ,refers to, ● ,N_Carcinus
 ● ,N_Polycritus, ● ,refers to, ● ,G_Syracuse
 ● ,N_Polycritus, ● ,is from, ● ,G_Mende
 ● ,N_Polycritus, ● ,refers to, ● ,N_Dion
 ● ,N_Polydora, ● ,is associated with, ● ,N_Penelope
 ● ,N_Polymnastus, ● ,is from, ● ,G_Phlius
 ● ,N_Polyzelus, ● ,is family of, ● ,N_Pythodorus
 ● ,N_Pompylus, ● ,is family of, ● ,N_Theophrastus
 ● ,N_Poseidippus, ● ,refers to, ● ,N_Zeno II
 ● ,N_Posidonius, ● ,is teacher of, ● ,N_Phanias III
 ● ,N_Posidonius, ● ,refers to, ● ,N_Pyrrho
 ● ,N_Posidonius II, ● ,is from, ● ,G_Alexandria at Egypt
 ● ,N_Procles, ● ,is family of, ● ,NF_Lysida
 ● ,N_Procles, ● ,is from, ● ,G_Epidaurus
 ● ,N_Prodicus, ● ,is from, ● ,G_Ceos
 ● ,N_Protagoras, ● ,traveled to, ● ,G_Sicily
 ● ,N_Protagoras, ● ,is associated with, ● ,G_Teos (Ionia)
 ● ,N_Protagoras, ● ,is family of, ● ,N_Artemon
 ● ,N_Protagoras, ● ,is teacher of, ● ,N_Archagoras
 ● ,N_Protagoras, ● ,is associated with, ● ,N_Socrates
 ● ,N_Protagoras, ● ,is associated with, ● ,N_Euripides
 ● ,N_Protagoras, ● ,is associated with, ● ,N_Meandrius
 ● ,N_Protagoras, ● ,is from, ● ,G_Abdera
 ● ,N_Protagoras, ● ,traveled to, ● ,G_Athenae
 ● ,N_Proxenus, ● ,traveled to, ● ,G_Sardis
 ● ,N_Proxenus, ● ,is from, ● ,G_Boeotia
 ● ,N_Proxenus, ● ,is friend of, ● ,N_Cyrus II
 ● ,N_Ptolemy, ● ,is friend of, ● ,N_Theodorus
 ● ,N_Ptolemy, ● ,is associated with, ● ,G_Alexandria at Egypt
 ● ,N_Ptolemy, ● ,is associated with, ● ,N_Theophrastus
 ● ,N_Ptolemy, ● ,is family of, ● ,N_Lagus
 ● ,N_Ptolemy, ● ,is family of, ● ,NF_Berenice
 ● ,N_Ptolemy, ● ,is associated with, ● ,N_Lysimachus
 ● ,N_Ptolemy II, ● ,is associated with, ● ,N_Zeno II
 ● ,N_Ptolemy II, ● ,sent letters to, ● ,N_Chrysippus
 ● ,N_Pylades II, ● ,traveled to, ● ,G_Athenae
 ● ,N_Pylades II, ● ,traveled to, ● ,G_Chios (island)
 ● ,N_Pyrrhaeus, ● ,is associated with, ● ,NF_Herpyllis
 ● ,N_Pyrrhaeus, ● ,is associated with, ● ,N_Aristotle
 ● ,N_Pyrrho, ● ,is associated with, ● ,N_Homer
 ● ,N_Pyrrho, ● ,is teacher of, ● ,N_Hecataeus
 ● ,N_Pyrrho, ● ,is associated with, ● ,G_Athenae
 ● ,N_Pyrrho, ● ,is adversary of, ● ,N_Sophists
 ● ,N_Pyrrho, ● ,traveled to, ● ,G_Alpheios river
 ● ,N_Pyrrho, ● ,is associated with, ● ,G_Hellas
 ● ,N_Pyrrho, ● ,is associated with, ● ,N_Magi
 ● ,N_Pyrrho, ● ,is associated with, ● ,N_Democritus
 ● ,N_Pyrrho, ● ,is adversary of, ● ,N_Cotys
 ● ,N_Pyrrho, ● ,is teacher of, ● ,N_Eurylochus III
 ● ,N_Pyrrho, ● ,is associated with, ● ,N_Anaxarchus
 ● ,N_Pyrrho, ● ,is from, ● ,G_Elis
 ● ,N_Pyrrhoneans, ● ,is associated with, ● ,N_Pyrrho
 ● ,N_Pyrrhus, ● ,is from, ● ,G_Delos
 ● ,N_Pyrrhus, ● ,is associated with, ● ,N_Pythagoras
 ● ,N_Pythagoras, ● ,traveled to, ● ,G_Ancient Egypt (region)
 ● ,N_Pythagoras, ● ,is teacher of, ● ,N_Zaleucus
 ● ,N_Pythagoras, ● ,is family of, ● ,N_Mnesarchus
 ● ,N_Pythagoras, ● ,traveled to, ● ,G_Delos
 ● ,N_Pythagoras, ● ,is teacher of, ● ,N_Alcmaeon II
 ● ,N_Pythagoras, ● ,is associated with, ● ,N_Hermotimus
 ● ,N_Pythagoras, ● ,is teacher of, ● ,N_Glaucus
 ● ,N_Pythagoras, ● ,is associated with, ● ,N_Chaldaeans
 ● ,N_Pythagoras, ● ,traveled to, ● ,G_Ida
 ● ,N_Pythagoras, ● ,traveled to, ● ,G_Hades (Place)
 ● ,N_Pythagoras, ● ,is from, ● ,G_Samos
 ● ,N_Pythagoras, ● ,is family of, ● ,N_Marmacus
 ● ,N_Pythagoras, ● ,traveled to, ● ,G_Nestos (river)
 ● ,N_Pythagoras, ● ,traveled to, ● ,G_Metapontum
 ● ,N_Pythagoras, ● ,refers to, ● ,ND_Hermes
 ● ,N_Pythagoras, ● ,is associated with, ● ,N_Hesiod
 ● ,N_Pythagoras, ● ,is associated with, ● ,N_Magi
 ● ,N_Pythagoras, ● ,is family of, ● ,N_Theano
 ● ,N_Pythagoras, ● ,is associated with, ● ,N_Aethalides
 ● ,N_Pythagoras, ● ,traveled to, ● ,G_Lesbos
 ● ,N_Pythagoras, ● ,is associated with, ● ,N_Homer
 ● ,N_Pythagoras, ● ,is teacher of, ● ,N_Archippus
 ● ,N_Pythagoras, ● ,is associated with, ● ,ND_Hades
 ● ,N_Pythagoras, ● ,is teacher of, ● ,N_Charondas
 ● ,N_Pythagoras, ● ,is associated with, ● ,N_Apollo
 ● ,N_Pythagoras, ● ,is associated with, ● ,N_Eurymenes
 ● ,N_Pythagoras, ● ,is teacher of, ● ,N_Epicharmus
 ● ,N_Pythagoras, ● ,is adversary of, ● ,N_Polycrates
 ● ,N_Pythagoras, ● ,traveled to, ● ,G_Crotone
 ● ,N_Pythagoras, ● ,is associated with, ● ,N_Euphorbus
 ● ,N_Pythagoras, ● ,traveled to, ● ,G_Italy
 ● ,N_Pythagoras, ● ,is teacher of, ● ,N_Empedocles
 ● ,N_Pythagoras, ● ,traveled to, ● ,G_Creta
 ● ,N_Pythagoras II, ● ,is from, ● ,G_Crotone
 ● ,N_Pythagoras V, ● ,is from, ● ,G_Samos
 ● ,N_Pythagoras VII, ● ,is associated with, ● ,N_Homer
 ● ,N_Pythagoras VIII, ● ,is associated with, ● ,N_Elians
 ● ,N_Pythagoras VIII, ● ,is associated with, ● ,N_Dorian
 ● ,N_Pythagoreans, ● ,is associated with, ● ,N_Pythagoras
 ● ,N_Pythian Priestess, ● ,refers to, ● ,N_Socrates
 ● ,N_Pythian Priestess, ● ,is associated with, ● ,N_Chaerephon
 ● ,N_Pythias, ● ,is family of, ● ,N_Aristotle
 ● ,N_Pythocles, ● ,is family of, ● ,N_Bugelus
 ● ,N_Pythocles, ● ,is friend of, ● ,N_Cleochares
 ● ,N_Pythodorus, ● ,is adversary of, ● ,N_Protagoras
 ● ,N_Romans, ● ,is from, ● ,G_Rome
 ● ,N_Romans, ● ,is associated with, ● ,N_Pythagoras
 ● ,N_Salarus, ● ,is from, ● ,G_Priene
 ● ,N_Samians, ● ,is from, ● ,G_Samos
 ● ,N_Satyrus, ● ,refers to, ● ,N_Socrates
 ● ,N_Satyrus, ● ,refers to, ● ,N_Pausanias
 ● ,N_Satyrus, ● ,refers to, ● ,N_Lycurgus
 ● ,N_Satyrus, ● ,refers to, ● ,N_Empedocles
 ● ,N_Satyrus, ● ,refers to, ● ,NF_Xanthippe
 ● ,N_Satyrus, ● ,refers to, ● ,N_Anaxagoras
 ● ,N_Satyrus, ● ,refers to, ● ,N_Thucydides
 ● ,N_Satyrus, ● ,refers to, ● ,N_Myrto
 ● ,N_Satyrus, ● ,studied the work of, ● ,N_Gorgias
 ● ,N_Satyrus, ● ,refers to, ● ,N_Bias
 ● ,N_Satyrus, ● ,refers to, ● ,N_Pausanians
 ● ,N_Satyrus, ● ,refers to, ● ,N_Seven Sages
 ● ,N_Scabras, ● ,is family of, ● ,N_Acusilaus
 ● ,N_Scopas, ● ,is from, ● ,G_Cranon
 ● ,N_Scythinus, ● ,refers to, ● ,N_Persephone
 ● ,N_Scythinus, ● ,studied the work of, ● ,N_Heraclitus
 ● ,N_Seleucus II, ● ,refers to, ● ,N_Heraclitus
 ● ,N_Selinuntines, ● ,is associated with, ● ,N_Empedocles
 ● ,N_Selinuntines, ● ,is from, ● ,G_Selinus
 ● ,N_Seuthes, ● ,is from, ● ,G_Odrysians tribe
 ● ,N_Sicilian, ● ,is from, ● ,G_Sicily
 ● ,N_Silenus, ● ,refers to, ● ,N_Anaxagoras
 ● ,N_Simmias, ● ,is family of, ● ,NF_Daughter of Stilpo
 ● ,N_Simmias, ● ,is from, ● ,G_Syracuse
 ● ,N_Simon, ● ,is from, ● ,G_Athenae
 ● ,N_Simon, ● ,is associated with, ● ,N_Aristotle
 ● ,N_Simon, ● ,sent letters to, ● ,N_Pericles
 ● ,N_Simon III, ● ,is associated with, ● ,N_Seleucus
 ● ,N_Simonides, ● ,refers to, ● ,N_Pittacus
